s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
463.9302493; 37.2835971; 462.8934772; -0.0879740; -0.0000048; 60.4569496; -15.3197427
465.9299486; 37.4592998; 464.8854426; -0.0879813; -0.0000028; 59.9480859; -15.3050403
467.9296480; 37.6350136; 466.8774066; -0.0879855; -0.0000015; 59.4353602; -15.2248425
469.9293473; 37.8107340; 468.8693708; -0.0879881; -0.0000011; 58.9208946; -15.1218736
471.9290467; 37.9864586; 470.8613343; -0.0879898; -0.0000005; 58.4054229; -15.0166973
473.9287460; 38.1621853; 472.8532971; -0.0879901; 0.0000002; 57.8889943; -14.9399689
475.9284454; 38.3379116; 474.8452609; -0.0879896; 0.0000003; 57.3705915; -14.8380445
477.9281447; 38.5136367; 476.8372243; -0.0879888; 0.0000004; 56.8510467; -14.7336373
479.9278441; 38.6893602; 478.8291874; -0.0879881; 0.0000003; 56.3304165; -14.6605069
481.9275434; 38.8650826; 480.8211515; -0.0879877; 0.0000001; 55.8075498; -14.5595494
483.9272428; 39.0408045; 482.8131153; -0.0879876; 0.0000000; 55.2833896; -14.4558062
485.9269421; 39.2165262; 484.8050784; -0.0879876; -0.0000001; 54.7580007; -14.3863700
487.9266415; 39.3922482; 486.7970426; -0.0879877; -0.0000001; 54.2300821; -14.2862952
489.9263408; 39.5679704; 488.7890063; -0.0879879; -0.0000001; 53.7007004; -14.1830989
491.9260402; 39.7436927; 490.7809694; -0.0879879; -0.0000000; 53.1699290; -14.1174720
493.9257395; 39.9194153; 492.7729336; -0.0879880; -0.0000000; 52.6362988; -14.0181875
495.9254389; 40.0951378; 494.7648973; -0.0879879; 0.0000000; 52.1010137; -13.9154073
497.9251382; 40.2708602; 496.7568603; -0.0879879; 0.0000000; 51.5641578; -13.8537294
499.9248376; 40.4465827; 498.7488245; -0.0879879; 0.0000000; 51.0240706; -13.7551338
501.9245369; 40.6223050; 500.7407883; -0.0879879; 0.0000000; 50.4821109; -13.6526219
503.9242363; 40.7980273; 502.7327512; -0.0879878; 0.0000000; 49.9383744; -13.5950627
505.9239356; 40.9737496; 504.7247155; -0.0879878; 0.0000000; 49.3909826; -13.4970432
507.9236350; 41.1494719; 506.7166792; -0.0879878; 0.0000000; 48.8414691; -13.3946311
509.9233343; 41.3251941; 508.7086421; -0.0879878; 0.0000000; 48.2899434; -13.3413974
511.9230337; 41.5009164; 510.7006065; -0.0879878; 0.0000000; 47.7342756; -13.2438275
513.9227330; 41.6766387; 512.6925703; -0.0879878; 0.0000000; 47.1761987; -13.1413203
515.9224324; 41.8523608; 514.6845331; -0.0879878; 0.0000000; 46.6158379; -13.0926655
517.9221317; 42.0280831; 516.6764975; -0.0879878; 0.0000000; 46.0507715; -12.9954014
519.9218311; 42.2038052; 518.6684613; -0.0879878; 0.0000000; 45.4829612; -12.8925709
521.9215304; 42.3795273; 520.6604241; -0.0879878; 0.0000000; 44.9125509; -12.8488067
523.9212298; 42.5552495; 522.6523886; -0.0879877; 0.0000000; 44.3367763; -12.7516828
525.9209291; 42.7309716; 524.6443523; -0.0879877; 0.0000000; 43.7578641; -12.6482581
527.9206285; 42.9066936; 526.6363151; -0.0879877; 0.0000000; 43.1759799; -12.6097710
529.9203278; 43.0824157; 528.6282797; -0.0879877; 0.0000000; 42.5879530; -12.5125943
531.9200272; 43.2581377; 530.6202433; -0.0879877; 0.0000000; 41.9963199; -12.4082478
533.9197265; 43.4338596; 532.6122061; -0.0879877; 0.0000000; 41.4012724; -12.3755217
535.9194259; 43.6095817; 534.6041712; -0.0879877; -0.0000000; 40.7991508; -12.2780537
537.9191252; 43.7853036; 536.5961333; -0.0879879; -0.0000003; 40.1928585; -12.1723695
539.9188246; 43.9610269; 538.5880972; -0.0879890; -0.0000010; 39.5826189; -12.1458576
541.9185239; 44.1367574; 540.5800665; -0.0879960; -0.0000060; 38.9641834; -12.0478304
543.9182233; 44.3125118; 542.5720428; -0.0880103; -0.0000058; 38.3408857; -11.9403341
545.9179226; 44.4882856; 544.5639823; -0.0880173; -0.0000012; 37.7129866; -11.9212045
547.9176220; 44.6640705; 546.5559633; -0.0880189; -0.0000004; 37.0754866; -11.8222402
549.9173213; 44.8398549; 548.5479194; -0.0880191; -0.0000000; 36.4322639; -11.7122295
551.9170207; 45.0156376; 550.5398563; -0.0880192; -0.0000000; 35.7836273; -11.7008437
553.9167200; 45.1914240; 552.5318320; -0.0880193; -0.0000000; 35.1236621; -11.6005848
555.9164194; 45.3672089; 554.5237890; -0.0880194; -0.0000001; 34.4568756; -11.4871894
557.9161187; 45.5429927; 556.5157302; -0.0880195; -0.0000001; 33.7836414; -11.4849870
559.9158181; 45.7187793; 558.5077011; -0.0880196; -0.0000000; 33.0968486; -11.3830277
561.9155174; 45.8945648; 560.4996577; -0.0880197; -0.0000001; 32.4017919; -11.2651059
563.9152168; 46.0703496; 562.4916039; -0.0880199; -0.0000001; 31.6989348; -11.2738694
565.9149161; 46.2461364; 564.4835699; -0.0880198; 0.0000001; 30.9795702; -11.1696410
567.9146155; 46.4219220; 566.4755256; -0.0880197; -0.0000001; 30.2499904; -11.0455531
569.9143148; 46.5977079; 568.4674773; -0.0880206; -0.0000006; 29.5107836; -11.0678609
